"TIME","GEO","UNIT","VEHICLE","Value","Flag and Footnotes"
"2018","Belgium","Millions of passenger-kilometres","Motor coaches, buses and trolley buses",":",""
"2018","Bulgaria","Millions of passenger-kilometres","Total","8,017.5",""
"2018","Bulgaria","Millions of passenger-kilometres","Motorcycles",":",""
"2018","Bulgaria","Millions of passenger-kilometres","Passenger cars",":",""
"2018","Bulgaria","Millions of passenger-kilometres","Motor coaches, buses and trolley buses","8,017.5",""
"2018","Czechia","Millions of passenger-kilometres","Total","94,193",""
"2018","Czechia","Millions of passenger-kilometres","Motorcycles",":",""
"2018","Czechia","Millions of passenger-kilometres","Passenger cars","77,971",""
"2018","Czechia","Millions of passenger-kilometres","Motor coaches, buses and trolley buses","16,222","d"
"2018","Denmark","Millions of passenger-kilometres","Total","74,934",""
"2018","Denmark","Millions of passenger-kilometres","Motorcycles","503",""
"2018","Denmark","Millions of passenger-kilometres","Passenger cars","60,417",""
"2018","Denmark","Millions of passenger-kilometres","Motor coaches, buses and trolley buses","14,014",""
"2018","Germany (until 1990 former territory of the FRG)","Millions of passenger-kilometres","Total",":",""
"2018","Germany (until 1990 former territory of the FRG)","Millions of passenger-kilometres","Motorcycles",":",""
"2018","Germany (until 1990 former territory of the FRG)","Millions of passenger-kilometres","Passenger cars",":",""
"2018","Germany (until 1990 former territory of the FRG)","Millions of passenger-kilometres","Motor coaches, buses and trolley buses",":",""
"2018","Estonia","Millions of passenger-kilometres","Total",":",""
"2018","Estonia","Millions of passenger-kilometres","Motorcycles",":",""
"2018","Estonia","Millions of passenger-kilometres","Passenger cars",":",""
"2018","Estonia","Millions of passenger-kilometres","Motor coaches, buses and trolley buses","2,840",""
"2018","Ireland","Millions of passenger-kilometres","Total",":",""
"2018","Ireland","Millions of passenger-kilometres","Motorcycles",":",""
"2018","Ireland","Millions of passenger-kilometres","Passenger cars",":",""
"2018","Ireland","Millions of passenger-kilometres","Motor coaches, buses and trolley buses",":",""
"2018","Greece","Millions of passenger-kilometres","Total",":",""
"2018","Greece","Millions of passenger-kilometres","Motorcycles",":",""
"2018","Greece","Millions of passenger-kilometres","Passenger cars",":",""
"2018","Greece","Millions of passenger-kilometres","Motor coaches, buses and trolley buses",":",""
"2018","Spain","Millions of passenger-kilometres","Total",":",""
"2018","Spain","Millions of passenger-kilometres","Motorcycles",":",""
"2018","Spain","Millions of passenger-kilometres","Passenger cars",":",""
"2018","Spain","Millions of passenger-kilometres","Motor coaches, buses and trolley buses",":",""
"2018","France","Millions of passenger-kilometres","Total","829,514",""
"2018","France","Millions of passenger-kilometres","Motorcycles","13,983",""
"2018","France","Millions of passenger-kilometres","Passenger cars","757,077",""
"2018","France","Millions of passenger-kilometres","Motor coaches, buses and trolley buses","58,505",""
"2018","Croatia","Millions of passenger-kilometres","Total","30,962",""
"2018","Croatia","Millions of passenger-kilometres","Motorcycles","1,525",""
"2018","Croatia","Millions of passenger-kilometres","Passenger cars","25,594",""
"2018","Croatia","Millions of passenger-kilometres","Motor coaches, buses and trolley buses","3,843","d"
"2018","Italy","Millions of passenger-kilometres","Total","858,092",""
"2018","Italy","Millions of passenger-kilometres","Motorcycles","32,233",""
"2018","Italy","Millions of passenger-kilometres","Passenger cars","722,894",""
"2018","Italy","Millions of passenger-kilometres","Motor coaches, buses and trolley buses","102,965",""
"2018","Latvia","Millions of passenger-kilometres","Total","17,812.84",""
"2018","Latvia","Millions of passenger-kilometres","Motorcycles",":",""
"2018","Latvia","Millions of passenger-kilometres","Passenger cars","15,256.64",""
"2018","Latvia","Millions of passenger-kilometres","Motor coaches, buses and trolley buses","2,556.2",""
"2018","Lithuania","Millions of passenger-kilometres","Total","33,200",""
"2018","Lithuania","Millions of passenger-kilometres","Motorcycles","241.8",""
"2018","Lithuania","Millions of passenger-kilometres","Passenger cars","30,119",""
"2018","Lithuania","Millions of passenger-kilometres","Motor coaches, buses and trolley buses","2,839.2",""
"2018","Luxembourg","Millions of passenger-kilometres","Total",":",""
"2018","Luxembourg","Millions of passenger-kilometres","Motorcycles",":",""
"2018","Luxembourg","Millions of passenger-kilometres","Passenger cars",":",""
"2018","Luxembourg","Millions of passenger-kilometres","Motor coaches, buses and trolley buses",":",""
"2018","Hungary","Millions of passenger-kilometres","Total",":",""
"2018","Hungary","Millions of passenger-kilometres","Motorcycles",":",""
"2018","Hungary","Millions of passenger-kilometres","Passenger cars","63,947",""
"2018","Hungary","Millions of passenger-kilometres","Motor coaches, buses and trolley buses","17,172.656",""
"2018","Netherlands","Millions of passenger-kilometres","Total",":",""
"2018","Netherlands","Millions of passenger-kilometres","Motorcycles",":",""
"2018","Netherlands","Millions of passenger-kilometres","Passenger cars",":",""
"2018","Netherlands","Millions of passenger-kilometres","Motor coaches, buses and trolley buses",":",""
"2018","Austria","Millions of passenger-kilometres","Total",":",""
"2018","Austria","Millions of passenger-kilometres","Motorcycles",":",""
"2018","Austria","Millions of passenger-kilometres","Passenger cars",":",""
"2018","Austria","Millions of passenger-kilometres","Motor coaches, buses and trolley buses",":",""
"2018","Poland","Millions of passenger-kilometres","Total",":",""
"2018","Poland","Millions of passenger-kilometres","Motorcycles",":",""
"2018","Poland","Millions of passenger-kilometres","Passenger cars",":",""
"2018","Poland","Millions of passenger-kilometres","Motor coaches, buses and trolley buses",":",""
"2018","Portugal","Millions of passenger-kilometres","Total",":",""
"2018","Portugal","Millions of passenger-kilometres","Motorcycles",":",""
"2018","Portugal","Millions of passenger-kilometres","Passenger cars",":",""
"2018","Portugal","Millions of passenger-kilometres","Motor coaches, buses and trolley buses","6,680.91","d"
"2018","Romania","Millions of passenger-kilometres","Total",":",""
"2018","Romania","Millions of passenger-kilometres","Motorcycles",":",""
"2018","Romania","Millions of passenger-kilometres","Passenger cars",":",""
"2018","Romania","Millions of passenger-kilometres","Motor coaches, buses and trolley buses",":",""
"2018","Slovenia","Millions of passenger-kilometres","Total",":",""
"2018","Slovenia","Millions of passenger-kilometres","Motorcycles",":",""
"2018","Slovenia","Millions of passenger-kilometres","Passenger cars",":",""
"2018","Slovenia","Millions of passenger-kilometres","Motor coaches, buses and trolley buses",":",""
"2018","Slovakia","Millions of passenger-kilometres","Total","5,304",""
"2018","Slovakia","Millions of passenger-kilometres","Motorcycles",":",""
"2018","Slovakia","Millions of passenger-kilometres","Passenger cars",":",""
"2018","Slovakia","Millions of passenger-kilometres","Motor coaches, buses and trolley buses",":",""
"2018","Finland","Millions of passenger-kilometres","Total","75,961",""
"2018","Finland","Millions of passenger-kilometres","Motorcycles","1,161",""
"2018","Finland","Millions of passenger-kilometres","Passenger cars","66,800",""
"2018","Finland","Millions of passenger-kilometres","Motor coaches, buses and trolley buses","8,000",""
"2018","Sweden","Millions of passenger-kilometres","Total",":",""
"2018","Sweden","Millions of passenger-kilometres","Motorcycles",":",""
"2018","Sweden","Millions of passenger-kilometres","Passenger cars",":",""
"2018","Sweden","Millions of passenger-kilometres","Motor coaches, buses and trolley buses",":",""
"2018","United Kingdom","Millions of passenger-kilometres","Total",":",""
"2018","United Kingdom","Millions of passenger-kilometres","Motorcycles",":",""
"2018","United Kingdom","Millions of passenger-kilometres","Passenger cars",":",""
"2018","United Kingdom","Millions of passenger-kilometres","Motor coaches, buses and trolley buses",":",""
"2018","Iceland","Millions of passenger-kilometres","Total",":",""
"2018","Iceland","Millions of passenger-kilometres","Motorcycles",":",""
"2018","Iceland","Millions of passenger-kilometres","Passenger cars",":",""
"2018","Iceland","Millions of passenger-kilometres","Motor coaches, buses and trolley buses",":",""
"2018","Liechtenstein","Millions of passenger-kilometres","Total",":",""
"2018","Liechtenstein","Millions of passenger-kilometres","Motorcycles",":",""
"2018","Liechtenstein","Millions of passenger-kilometres","Passenger cars",":",""
"2018","Liechtenstein","Millions of passenger-kilometres","Motor coaches, buses and trolley buses",":",""
"2018","Norway","Millions of passenger-kilometres","Total",":",""
"2018","Norway","Millions of passenger-kilometres","Motorcycles",":",""
"2018","Norway","Millions of passenger-kilometres","Passenger cars",":",""
"2018","Norway","Millions of passenger-kilometres","Motor coaches, buses and trolley buses",":",""
"2018","Switzerland","Millions of passenger-kilometres","Total",":",""
"2018","Switzerland","Millions of passenger-kilometres","Motorcycles",":",""
"2018","Switzerland","Millions of passenger-kilometres","Passenger cars","79,270",""
"2018","Switzerland","Millions of passenger-kilometres","Motor coaches, buses and trolley buses",":",""
"2018","North Macedonia","Millions of passenger-kilometres","Total","9,718",""
"2018","North Macedonia","Millions of passenger-kilometres","Motorcycles",":",""
"2018","North Macedonia","Millions of passenger-kilometres","Passenger cars","7,471",""
"2018","North Macedonia","Millions of passenger-kilometres","Motor coaches, buses and trolley buses","2,247",""
"2018","Turkey","Millions of passenger-kilometres","Total","329,363","d"
"2018","Turkey","Millions of passenger-kilometres","Motorcycles",":",""
"2018","Turkey","Millions of passenger-kilometres","Passenger cars","229,439",""
"2018","Turkey","Millions of passenger-kilometres","Motor coaches, buses and trolley buses","99,924",""
